Disruption ID,Date Issued,Start Date,Finish Date,Status,Closure,On Street,From Street,To Street,Impact,Duration,Details,Description,Activity Type,Traffic District,Infrastructure,point
180,,"May 31, 2025","May 31, 2025",Complete,River Valley Rd Closure,River Valley Road NW,105 Street NW,Groat Road NW,Total Closure,7 am - 12 pm (5 Hours),Total closure of River Valley Road to accommodate the Kids of Steel event. Golf course access maintained from the West side of River Valley Road. Royal Glenora access maintained from Fortway Dr.,Special Event,Special Event,Central,Road,POINT (-113.50107997650335 53.53057554626964)
617,,"Aug 11, 2025","Aug 15, 2025",Complete,110A Ave total closure,110A Avenue NW,97 Street NW,98 Street NW,Total Closure,5 days,110A Ave will be total closed. Use 109A Ave or 111 Ave for detour,road reconstruction work,Construction,Central,Road and Sidewalk,POINT (-113.49195045301369 53.55810530607649)
177,,"May 18, 2025","May 18, 2025",Complete,Vaisakhi Nagar (Sikh Parade),Mill Woods Road South NW,46 Street NW,Mill Woods Road East NW,Total Closure,1 day,Mill Woods Rd South and Mill Woods Rd East will be closed in stages for the Vaisakhi Nagar Parade.,Special Event Parade,Special Event,Southeast,Road,POINT (-113.40955812690278 53.443590809029224)
245,,"May 26, 2025","Dec 31, 2025",Current,Eastbound Victoria Park Rd Right Lane Closure,Victoria Park Road,River Valley Road,116 Street NW,Travel Delays,6 Months,"Starting May 26 on eastbound Victoria Park Rd: Right lane closed, River Valley Rd - 116 St & speed reduced to 40km/hr. Starting mid-late September 2025, the eastbound right lane will become a permanent bike facility.",Victoria Park Rd Summer Street,Construction,Central,Road,POINT (-113.53906423176834 53.53866795762291)
418,,"Jul 02, 2025","Jul 03, 2025",Complete,50 Street Bridge Closure,50 Street,Whitemud Drive,,Increased Travel Time,1 Night (10 p.m. - 6 a.m.),"Starting at 10 p.m. Wednesday July 2, 50 Street Bridge over Whitemud Drive is closed northbound and southbound for Bridge Work.   Use 34 Street or 66 Street.  Emergency Access over Bridge Deck is maintained in all directions.",Bridge Work,Construction,Southeast,Road,POINT (-113.41817544496175 53.4872421652954)
520,,"Jul 21, 2025","Jul 31, 2025",Complete,101 ST Traffic Split,101 Street NW,Jasper Avenue NW,103 Avenue NW,Increased Travel Time,Ten Nights,101 ST will be reduced to a single lane and split to the east side. Pedestrian traffic will be detoured to east sidewalk. Lane reduction and split to occur nightly 22:00-06:00hrs.,Crane Lift,Construction,Central,Road and Sidewalk,POINT (-113.49397662037548 53.54478955312297)
390,,"Jun 27, 2025","Jun 27, 2025",Complete,78 Ave; 99 St to 100 St - Total Closure,78 Avenue NW,99 Street NW,100 Street NW,Total Closure,1 Day (10:00 am to 12:59 pm),Total Closure of 78 Avenue from 99 Street to 100 Street for a Special Event. Please use alternative routes.,Special Event,Special Event,Central,Road,POINT (-113.48612628345525 53.514210803198644)
200,,"May 07, 2025","May 07, 2025",Complete,Traffic Incident,170 STREET NW,YELLOWHEAD TRAIL NW,,Traffic Incident Delays,Unknown,Stalled vehicle 170 St Northbound at Yellowhead Tr overpass. Left lane blocked.,Traffic Incident,Traffic Incident,Northwest,Road,POINT (-113.61526148697848 53.54584259868697)
136,,"Apr 21, 2025","Jul 14, 2025",Current,156 St Intersection Partial Closure,156 Street NW,Stony Plain Road NW,,Directional Closure,12 Weeks,"Partial intersection closure of Stony Plain Rd - 156 St. 
NB and SB 156 St is a right turn only at Stony Plain Rd.
EB Stony Plain Rd is a left turn only at 156 St.
WB Stony Plain Rd is a total closure at 155 St.",West LRT Construction,Construction,Northwest,Road and Sidewalk,POINT (-113.590326243195 53.54129318977801)
213,,"May 22, 2025","May 29, 2025",Complete,Winterburn total Closure,Winterburn Road NW,45 Avenue NW,Edgemont Boulevard NW,Total Closure,1 Week,May 22nd - May 29th from 9am - 3pm only. Winterburn Rd from 45ave to Edgemont Blvd will be closed due to a power repair.  Use other routes.,Power Repair,Construction,Southwest,Road,POINT (-113.68878920363954 53.468595380111125)
71,,"Apr 07, 2025","Mar 31, 2026",Current,Ellerslie Rd SW Closure,Ellerslie Road SW,Charlesworth Way SW,17 Street SW,Total Closure,12 Months,Ellerslie Rd will be closed from Charlesworth Way to 17 St including through the 34 St intersection.,Road Reconstruction,Construction,Southeast,Road and Sidewalk,POINT (-113.39962340559211 53.42495359245156)
158,,"Apr 26, 2025","Apr 27, 2025",Complete,102 St Closure,102 Street NW,Jasper Avenue NW,102 Avenue NW,Total Closure,Sat at 2am to Sun at 5pm,"102 St Closed from north of Jasper Ave to south of 102 Ave. Commerce Pl parkade access from Jasper Ave only. Manulife Pl and YMCA parkade access from 102 Ave only. West sidewalk closed, pedestrian detour using east sidewalk.",Crane Lift,Construction,Central,Road and Sidewalk,POINT (-113.49556974628355 53.540931215120395)
160,,"May 08, 2025","Jul 09, 2025",Complete,100 Av Reduced to 1 Lane Each Way,100 Avenue NW,158 Street NW,162 Street NW,Travel Delays,9 Weeks,100 Av will be reduced to 1 lane in each direction from May 8 to July 9 from 158 St to 162 St. Use other routes.,Drainage Repair,Construction,Northwest,Road,POINT (-113.59382567659793 53.5392584280006)
4,,"Feb 03, 2025","May 05, 2025",Complete,118 St Closed N/O Jasper Ave,118 Street NW,Jasper Avenue,,Total Closure,3 Months,118 St closed from Jasper Ave to approx. 30m north of Jasper Ave including the east sidewalk. North crosswalk closed at 118 St / Jasper Ave. Westbound right lane of Jasper Ave closed at 118 St.,Drainage Shaft Installation,Construction,Central,Road and Sidewalk,POINT (-113.5337487097703 53.49727422192146)
193,,"May 06, 2025","May 07, 2025",Complete,Lane Closures,Gateway Boulevard,82 Avenue NW,Tommy Banks Way NW,Major Delays,22:00 - 3:30 am,Gateway Boulevard will be one lane between Tommy Banks Way and Whyte (82) Ave. 85 Ave will be closed at Gateway Boulevard. 83 Ave will be closed between Calgary Trial and Gateway Boulevard.,Construction,Construction,Central,Road,POINT (-113.49489699533335 53.5180697441317)
84,,"Apr 07, 2025","Apr 09, 2025",Complete,50 Street Delays,50 Street NW,Whitemud Drive NW,,Travel Delays,"2 Nights, 20:00 - 06:00 hrs",Northbound 50 St will be reduced to a single through lane and a single left turn bay and southbound 50 St will be reduced to a single through lane with no left turns permitted (use Roper Rd in lieu of left turns).,Road work,Construction,Southeast,Road,POINT (-113.41795115236478 53.53768539739798)
666,,"Sep 01, 2025","Sep 25, 2025",Current,115 Av Closure,115 Avenue NW,Groat Road,134 Street NW,Total Closure,3.5 Weeks,115 Av will be closed from Groat Rd to the alley west of Groat Rd. Use other routes.,Drainage Repairs,Construction,Northwest,Road,POINT (-113.55043175630043 53.565094961315886)
567,,"Jul 23, 2025","Aug 06, 2025",Complete,129 Ave Closure,129 Avenue NW,109 Street NW,112 Street NW,Total Closure,Two Weeks,129 Ave Closure. Access to Lauderdale Dog Park from 109 St.,Utility Installation,Construction,Northeast,Road and Sidewalk,POINT (-113.50842755786115 53.5874417225662)
90,,"Apr 14, 2025","Apr 22, 2025",Complete,82 AV Traffic Split,82 Avenue NW,98 Street NW,96 Street NW,Increased Travel Time,9 Days,Road segment reduced to a single lane in each direction and split to the north side.,Water Install,Construction,Central,Road,POINT (-113.48279782379554 53.51804989319084)
222,,"May 20, 2025","Jun 20, 2025",Complete,116 St Lane Reductions at Jasper Ave,116 Street NW,Jasper Avenue,,Travel Delays,5 Weeks,"Starting May 20 at 9am, 116 St at Jasper Ave: SBD reduced to one lane (Traffic in SBD left turn lane - all movements maintained), NBD reduced to one lane (Traffic in NBD right lane - all movements maintained), North and West crosswalks closed.",Imagine Jasper Ave,Construction,Central,Road and Sidewalk,POINT (-113.52132063434321 53.54094139539932)
233,,"May 26, 2025","Jun 16, 2025",Current,Intrsection closure of 89 Ave and 73 St,89 Avenue NW,73 Street NW,,Total Closure,22 Days,Total closure of 89 Ave and 73 Str intersection for an Installation of a water line. Crosswalk will be effected and detours will be in place. Please use other routes.,Water line install,Construction,Southeast,Road and Sidewalk,POINT (-113.43985683136219 53.52426442990402)
53,,"Apr 04, 2025","Apr 04, 2025",Complete,112 Av Closed,112 Avenue NW,143 Street,,Total Closure,1 Day (11:55am to 12:20pm),112 Av will be closed from 143 St to 300m West of 143 St. Use other routes.,Special Event,Construction,Northwest,Road,POINT (-113.49108223351257 53.562213912576475)
570,,"Aug 09, 2025","Aug 09, 2025",Complete,99 Ave Closure,99 Avenue NW,107 Street NW,109 Street NW,Total Closure,Sat. Aug 9 (8am - 2pm),"99 Av, 107 St - 109 St will be totally closed for Cariwest Parade assembly area. No parking permitted. Vehicles will be tagged and towed.",Cariwest Parade,Special Event,Central,Road,POINT (-113.50477383004673 53.53725707805055)
126,,"Apr 22, 2025","Jun 06, 2025",Complete,Jasper Ave reduced to one lane each way,Jasper Avenue,117 Street NW,121 Street NW,Travel Delays,1.5 Months,"At 9am on April 22: Jasper Ave reduced to one lane each direction from 117 St - 121 St, Access to and from 120 St north of Jasper Ave closed, Eastbound Jasper Ave left turns banned at 121 St. Phase #1 still in place (TDN #8 - Jasper Ave, 114 St - 117 St)",Imagine Jasper Ave - Phase #2,Construction,Central,Road,POINT (-113.53082997196275 53.540943710347946)
290,,"Jun 09, 2025","Jun 30, 2025",Complete,Lane Closure,98 Avenue NW,93 Street NW,96A Street NW,Major Delays,21 Days,"98 Avenue, between 93 Street and 96A Street, will be reconfigured to accommodate one lane of traffic in each direction.",Construction,Construction,Central,Road and Sidewalk,POINT (-113.4700197759166 53.53816103343359)
894,,"Sep 15, 2025","Sep 18, 2025",Current,Southbound Directional Closure,Allan Drive SW,Windermere Boulevard SW,Andrews Loop SW,Directional Closure,4 Days,Starts Sept 15th. Allan Dr southbound will be closed from Windermere blvd to Andrews Loop due to a drainage repair. Use other routes.,Drainage Repair,Construction,Southwest,Road,POINT (-113.58936005044049 53.432057947085056)
641,,"Aug 27, 2025","Aug 28, 2025",Current,104 ST Southbound Closure,104 Street NW,102 Avenue NW,100 Avenue NW,Directional Closure,One Night,104 ST southbound closed to vehicles between the alley north of Jasper AV to the alley south of Jasper AV from 21:00hrs 27-Aug-2025 to 06:00hrs 28-Aug-2025. Local access will be maintained.,Drainage Maintenance,Construction,Central,Road,POINT (-113.49927839584169 53.53884886242321)
324,,"Jun 11, 2025","Jun 11, 2025",Complete,Lane Closure,82 Avenue NW,101 Street NW,98 Street NW,Major Delays,9:00 AM - 3:30 PM,Eastbound 82 Avenue will be reduced to one lane between 101 Street and 98 Street during 9:00 AM and 3:30 PM. Northbound and Southbound turns on 100 Street and 98 Street will be banned.,Construction,Construction,Central,Road and Sidewalk,POINT (-113.49126925599182 53.518063721903665)
544,,"Jul 24, 2025","Jul 24, 2025",Complete,Lane Closures,99 Street NW,88 Avenue NW,91 Avenue NW,Major Delays,9:00 am - 3:30 pm,"The northbound and southbound center lanes on 99 Street, between 88 Avenue and 91 Avenue, will be closed. During this period, one lane of traffic will remain open for both directions.",Construction,Construction,Central,Road and Sidewalk,POINT (-113.48609792513302 53.52351841055034)
811,,"Sep 16, 2025","Sep 30, 2025",Current,Baturyn Rehab Stage 11,109 Street NW,168 Avenue NW,Castle Downs Road NW,Total Closure,Two Weeks,"109 St will be closed from the South side of 168 Ave to Castle Downs Road. Local access will be maintained. Pedestrian access will be maintained. Detour using 100 St, 172 Ave, 171 Ave.",Collector Rehab,Construction,Northeast,Road,POINT (-113.51091333359393 53.62922474418999)
464,,"Jul 11, 2025","Jul 13, 2025",Complete,Whyte Avenue Art Walk,105 Street NW,81 Avenue NW,82 Avenue NW,Total Closure,3 Days (Daily 06:00 - 19:00),"105 Street from south side of 82 Avenue to 81 Avenue closed daily from 06:00 to
19:00 for the Whyte Avenue Art Walk. Alley cross traffic maintained.",Special Event,Special Event,Central,Road,POINT (-113.50046426912009 53.517080484518274)
790,,"Sep 03, 5025","Sep 05, 2025",Current,50 St Split to East,50 Street NW,121 Avenue NW,118 Avenue NW,Travel Delays,Three Days,50 St split to the East side from South of 118 Ave to South of 121 Ave.,50 St Split to East,Construction,Northeast,Road,POINT (-113.41838214144374 53.57507185771445)
263,,"Jun 02, 2025","Jun 23, 2025",Complete,80 Avenue Total Closure,80 Avenue NW,107 Street NW,108 Street NW,Total Closure,2 Weeks,Starting June 2nd 80 Ave from 107 St - 108 St will be closed. Bike facility is detoured to 81 Ave. Use other routes.,Paving,Construction,Central,Road,POINT (-113.50631635402577 53.51614408171637)
585,,"Aug 16, 2025","Aug 17, 2025",Complete,2025 City Marathon 1/4,Jasper Avenue NW,95 Street NW,99 Street NW,Total Closure,Sat 6am - Sun 8pm,"Special Event. Total closure of Jasper Av, 99 St - 95 St.",Edmonton Marathon,Special Event,Central,Road,POINT (-113.48858103529824 53.54126615782316)
706,,"Aug 25, 2025","Sep 19, 2025",Current,104 AV Lane Closures,104 Avenue NW,102 Street NW,104 Street NW,Increased Travel Time,Four Weeks,104 AV eastbound and westbound single lane closures between 102-104 ST 9:00-15:30hrs (no lane closures during Roger's event days).,Building Maintenance,Construction,Central,Road,POINT (-113.49553384677675 53.54618111099898)
445,,"Jul 03, 2025","Nov 14, 2025",Current,66 St and 167 Ave North Leg Detour,66 Street NW,167 Avenue NW,,Directional Closure,4.5 Months,"After 9PM, Southbound 66 St will be on a detour road routed to Westbound 167 Ave only. No access to 66 St, South of 167 Ave or Eastbound 167 Ave from 66 St. East side sidewalk closed and detoured through McConachie neighbourhood",66 St and 167 Ave Roundabout,Construction,Northeast,Road and Sidewalk,POINT (-113.44263639842714 53.62849203455579)
363,,"Jun 17, 2025","Jun 17, 2025",Complete,Whitemud Dr; 122 St-111 St,Whitemud Drive,122 Street NW,111 Street NW,Total Closure,1 Day,Eastbound Whitemud Dr Totally Closed between 122 St and 111 St. Use other routes.,Traffic Incident,Traffic Incident,Southwest,Road,POINT (-113.54116748362445 53.48307186687647)
819,,"Sep 04, 2025","Sep 05, 2025",Complete,Single Lane closure Eastbound,Whitemud Drive NW,53 Avenue NW,122 Street NW,Major Delays,1 Night,Night work only from 10am - 6am. Whitemud Dr EB will be reduced to a single lane due to a pavement marking weave installation. Expect Major delays.,Pavement Marking Install,Construction,Southwest,Road,POINT (-113.57201214645684 53.490407577573094)
489,,"Jul 18, 2025","Jul 25, 2025",Complete,98 Street total closure,98 Street NW,108A Avenue NW,109A Avenue NW,Total Closure,8 days,"98 St, from 109A Ave to 30m south will be total closed for water line maintenance. Use 97 St or 101 St as detour.",water line maintenance,Construction,Central,Road and Sidewalk,POINT (-113.49191613918744 53.55459627460541)
506,,"Jul 14, 2025","Jul 17, 2025",Current,Drainage Repair,144 Street NW,106B Avenue NW,107 Avenue NW,Total Closure,3 Days,144 Street between 106B And 107 Avenue will be closed to all traffic for 3 days for a drainage repair.  Detour using 149 Street,Drainage Repair,Construction,Northwest,Road,POINT (-113.56921131739047 53.550403287192054)
633,,"Aug 18, 2025","Aug 23, 2025",Complete,Allan Drive Total Closure,Allan Drive SW,Windermere Boulevard SW,Andrews Loop SW,Total Closure,6 Days,Starts Aug 18th. Allan Dr will be closed from Windermere blvd to Andrews Loop due to a water line installation. Use other routes.,Water Line Install,Construction,Southwest,Road,POINT (-113.58936005044049 53.432057947085056)
700,,"Aug 28, 2025","Aug 29, 2025",Current,Jasper AV & 102 ST Obstructions,Jasper Avenue NW,101 Street NW,103 Street NW,Increased Travel Time,One Night,"Following obstructions between 21:00hrs Aug.28 to 06:00hrs Aug.29; Jasper AV westbound reduced to a single lane at 102 ST, no left turns onto 102 ST. No right turns from 102 ST southbound onto Jasper AV eastoubnd. No left turns & no thru traffic on 102 ST northbound at Jasper AV.",Drainage Maintenance,Construction,Central,Road,POINT (-113.49372678450347 53.54093775116459)
62,,"Apr 08, 2025","Apr 08, 2025",Complete,Lane Closure,87 Avenue NW,112 Street NW,111 Street NW,Increased Travel Time,9:00 am - 2:00 pm,"Eastbound 87 Avenue will be closed between 112 Street and 111 Street. To maintain traffic flow, westbound 87 Avenue will be split to accommodate two-way traffic.",Construction,Construction,Central,Road,POINT (-113.52085572454202 53.52289966741331)
563,,"Aug 08, 2025","Aug 22, 2025",Current,Baturyn Rehab Stage 8,172 Avenue NW,106 Street NW,109 Street NW,Total Closure,Two Weeks,172 Ave from the West side of 106 St to 109 St will be closed. Pedestrian access will be maintained. Detour using 100 St or 109 St.,Collector Rehab,Construction,Northeast,Road,POINT (-113.50621386463487 53.633430388845404)
187,,"May 05, 2025","May 12, 2025",Complete,Lane Closure,86 Street NW,63 Avenue NW,51 Avenue NW,Travel Delays,7 Days,The southbound direction of 86 Street will be reduced to a single lane between 63 Avenue and 51 Avenue,Construction,Construction,Central,Road,POINT (-113.45823534159632 53.50035006530778)
632,,"Aug 13, 2025","Aug 15, 2025",Complete,#1 Single lane closure Westbound,Whitemud Drive NW,122 Street NW,Terwillegar Drive NW,Travel Delays,2 Nights,Night work only from 10pm - 6am. Whitemud Drive Westbound will be reduced to a single lane due to bridge construction. Expect travel delays.,Bridge Construction,Construction,Southwest,Road,POINT (-113.54116748362445 53.48307186687647)
675,,"Oct 01, 2025","Oct 31, 2025",Current,90 Av Reduced to 1 Lane EB,90 Avenue NW,175 Street NW,178 Street NW,Travel Delays,1 Month,90 Av will be reduced to 1 lane EB between 175 St to 178 St for approxiamtely 1 month. Use other routes.,Power Duct Repair,Construction,Northwest,Road,POINT (-113.62993977684127 53.524668807270245)
274,,"Jun 03, 2025","Jun 03, 2025",Complete,Lane closure,82 Avenue NW,100 Street NW,98 Street NW,Major Delays,Between 9:00 pm and 3:30 am,"Westbound 82 Avenue will be reduced to a single lane between 100 Street and 98 Street from 9:00 PM to 3:30 AM. Additionally, all left turns will be prohibited at the intersection of 99 Street and 82 Avenue during these hours.",Construction,Construction,Central,Road,POINT (-113.48871004719527 53.518059076165265)
839,,"Sep 11, 2025","Oct 02, 2025",REVISED,153 Av closed from 18 St - Victoria Tr,153 Avenue NW,18 Street NW,Victoria Trail,Total Closure,3 Weeks,153 Av will be closed starting on September 11 from 18 St to Victoria Tr.,Utility Installation,Construction,Northwest,Road,POINT (-113.3780908358753 53.61588241667931)
259,,"May 21, 2025","Jul 05, 2025",Complete,Eastbound 118 Ave Curb Lane Closure,118 Avenue NW,52 Street NW,50 Street NW,Travel Delays,3 Weeks,Eastbound 118 Ave reduced to one inside lane. South sidewalk closed.,Sidewalk Repair,Construction,Northeast,Road and Sidewalk,POINT (-113.42153827923993 53.57042110282554)
438,,"Jul 03, 2025","Jul 03, 2025",Complete,Filming,Queen Elizabeth Park Road,Saskatchewan Drive,Walterdale Hill,Total Closure,1 hour (12a.m. - 1a.m.),Detour using 99 Street.  Emergency Vehicle and ETS access maintained.,Filming,Special Event,Central,Road,POINT (-113.4935585708168 53.52418933310096)
594,,"Aug 05, 2025","Dec 31, 2025",Current,Reduced to single lane each direction,103A Avenue NW,97 Street NW,101 Street NW,Increased Travel Time,,103A Ave reduced to a single lane in each direction. Northside sidewalk closure from 99 St - 100 St. Southside crosswalk closure at 99 St & 103A Ave.,Pedway construction,Construction,Central,Road and Sidewalk,POINT (-113.48723889205047 53.54661818140958)
514,,"Jul 16, 2025","Jul 25, 2025",Complete,124 St NB Directional Closure,124 Street,126 Avenue NW,Yellowhead Trail,Directional Closure,1.5 Weeks,NB 124 St closed at the North service road of Yellowhead Trail to ~100m South of 126 Ave. Detour using 123 Street. Right turn access from YHT WB to 123 St NB will be opened for this work. Large trucks detour via 123 St or 127 St,Utility Installation,Construction,Northeast,Road,POINT (-113.53596071979747 53.58237323451095)
525,,"Jul 18, 2025","Sep 05, 2025",Current,Northbound 116 St Delays,116 Street NW,102 Avenue NW,,Travel Delays,50 Days,116 St will be reduced to a single lane on Northbound 116 St at 102 Av.,Utility Construction,Construction,Central,Road,POINT (-113.52129034608352 53.54302639714378)
738,,"Sep 04, 2025","Sep 04, 2025",Current,Closure on 117 Street from 102 Avenue to Jasper Avenue,117 Street NW,102 Avenue,Jasper Avenue,Total Closure,One Day (9am-3pm),117 Street will be closed use other routes,Crane Lift,Construction,Central,Road,POINT (-113.52314118472339 53.54302451950703)
316,,"Jun 09, 2025","Jul 18, 2025",Current,Reduced to one lane westbound,Ellerslie Road,70 Street,75 Street,Increased Travel Time,40 Days,Ellerslie Road is reduced to one lane westbound; keep left.,Developer Construction,Construction,Southeast,Road,POINT (-113.4466073556792 53.424883482102075)
216,,"May 15, 2025","May 15, 2025",Complete,Traffic Incident,WHITEMUD DRIVE NW,99 STREET NW,,Traffic Incident Delays,Unknonw,Traffic Incident Whitemud Drive westbound - east of 99 St. Left lane blocked.,Traffic Incident,Traffic Incident,Southeast,Road,POINT (-113.5304417803415 53.493770973792785)
876,,"Sep 09, 2025","Oct 09, 2025",Current,,66 STREET SW,25 AVENUE SW,ORCHARDS BOULEVARD SW,Travel Delays,31 Days,"Starting September 9, 2025, until October 9, 2025, traffic on 66 Street SW travelling in both directions will be reduced, for a brief distance at the intersection of Orchards Blvd to a split traffic. Please choose alternate routes.",DRAINAGE INSTALL,Construction,Southeast,Road and Sidewalk,POINT (-113.44278379505887 53.404028144941684)
398,,"Jun 28, 2025","Jun 28, 2025",Complete,108 St Closure,108 Street NW,Jasper Avenue NW,102 Avenue NW,Total Closure,One Day,"108 St will be closed, use other routes.",Concrete Pour,Construction,Central,Road and Sidewalk,POINT (-113.50659617479108 53.54093118360785)
285,,"Jun 15, 2025","Jun 22, 2025",Complete,170 St Closed Over Anthony Henday Dr,170 Street NW,137 Avenue NW,Levassure Road,Total Closure,8 Nights (8pm to 530am),170 St will be closed from 137 Av to Levassure Rd in St Albert. Use other routes.,Bridge Maintenance,Construction,Northwest,Road,POINT (-113.61500150758171 53.599377876318144)
283,,"Jun 14, 2025","Jun 16, 2025",Complete,Single Lane closure Westbound,23 Avenue NW,119 Street NW,,Travel Delays,3 Days,Single lane closure on 23ave Westbound just east of 119st due to a water valve repair. Closure to go through AM peak. Expect travel delays.,Water Valve Repair,Construction,Southwest,Road,POINT (-113.48127566206044 53.45399875584176)
612,,"Aug 07, 2025","Aug 25, 2025",Revised,Ottewell Road/94b Avenue Intersection Closure,Ottewell Road NW,94 Avenue NW,95 Avenue NW,Total Closure,19 Days,"The intersection of Ottewell Rd and 94b Ave will be closed. Use other routes. Local pedestrian access maintained, follow signage on site",Road Reconstruction,Construction,Southeast,Road and Sidewalk,POINT (-113.4345628496376 53.530746205089066)
414,,"Jul 01, 2025","Jul 01, 2025",Complete,Emily Murphy Park Road Closure,Emily Murphy Park Road,Groat Road,116 Street NW,Total Closure,7:00am - 9:00am,"Total closure of Emily Murphy Park Rd, Groat Rd - 116 St to accommodate the Canada Day Road Race.",Canada Day Road Race,Construction,Central,Road,POINT (-113.5307681404429 53.53085203161314)
780,,"Aug 29, 2025","Sep 02, 2025",Complete,University Ave Eastbound Single Lane Closure,University Avenue NW,115 Street NW,114 Street NW,Travel Delays,5 Days(Fri 6pm - Tue 3pm),Starting Friday @ 6pm the Eastbound University Ave #1 turning lane (EB to SB) from 115 St - 114 St will be closed for a waterline install. The south service road will be closed and local traffic maintained. Use other routes.,Waterline Install,Construction,Central,Road,POINT (-113.52884402100275 53.51697419868827)
360,,"Jun 23, 2025","Oct 24, 2025",Current,170 St Reduced to a Single per direction,170 Street SW,Windermere Boulevard SW,Ellerslie Road SW,Travel Delays,4 Months,Starts June 23rd. 170 St SW from Windermere Blvd to Ellerslie Rd will be reduced to a single lane per directions due to road construction. Expect travel delays.,Road Construction,Construction,Southwest,Road,POINT (-113.61515076986626 53.42337858501319)
449,,"Jul 01, 2025","Aug 18, 2025",Current,Eastbound 92 Av Closed,92 Avenue NW,34 Street NW,50 Street NW,Directional Closure,50 days,"Starting July 1, 2025 eastbound 92 Ave will be closed from 34 St to 50 St. Westbound traffic will be maintained.",Utility Construction,Construction,Southeast,Road,POINT (-113.4183465419633 53.52674178877888)
311,,"Jul 14, 2025","Jul 24, 2025",Complete,113A St Southbound Road Repair,113A Street NW,136 Avenue NW,137 Avenue NW,Travel Delays,Two Weeks,Southbound 113A St reduced to one inside lane.,Road Repair,Construction,Northeast,Road,POINT (-113.5166100794296 53.598387209360844)
652,,"Aug 18, 2025","Sep 01, 2025",Current,154 St closure,154 Street NW,94 Avenue NW,94a Avenue NW,Total Closure,12 Days,94 St will be closed in front of 9421 - 154 Street for drainage repair. Detour using 93 Ave and 155 St,DRAINAGE REPAIR REPLACE,Construction,Northwest,Road and Sidewalk,POINT (-113.58681351551736 53.52997715197457)
744,,"Sep 08, 2025","Sep 12, 2025",Current,104 Street Directional Closure Northbound from 100 Avenue,104 Street,100 Avenue,Jasper Avenue,Directional Closure,5 days,104 St NBD will be directionally closed for off peak (9 am - 3:30 pm) just north of 100 Ave. Use 99 Ave or Jasper as detour.,Tree removal and planting,Construction,Central,Road,POINT (-113.49927839584169 53.53884886242321)
509,,"Jul 21, 2025","Jul 21, 2025",Complete,103 St NBD directional closure,103 Street NW,100 Avenue NW,Jasper Avenue,Directional Closure,1 night,103 St will be directionally closed for northbound traffic from 100 Ave - Jasper Ave. Use 102 St or 104 St as detour. 1 night from 9:00 pm - 6:00 am.,Drainage maintenance,Construction,Central,Road,POINT (-113.49738338079794 53.53882879982644)
580,,"Aug 04, 2025","Aug 11, 2025",Complete,106 Street Total Closure,106 Street NW,62 Avenue NW,63 Avenue NW,Total Closure,1 Week,Starting August 4 @ 9am 106 Street willl be closed from 62 Ave - 63 Ave. The west sidewalk and bike lane will be closed and detoured. Use other routes.,Drainage Installation,Construction,Central,Road and Sidewalk,POINT (-113.50441029235577 53.49904257206282)
87,,,,Complete,Traffic Incident Delays,WHITEMUD DRIVE NW,FOX DRIVE NW,,Traffic Incident Delays,,Stalled vehicle Whitemud Drive westbound - west of Quesnell Bridge. Centre lane is blocked.,Traffic Incident Delays,Traffic Incident,Southwest,Road,POINT (-113.5304417803415 53.493770973792785)
32,,"Feb 07, 2024","Oct 31, 2025",Current,111 St SB reduced to a single lane,111 Street NW,34 Avenue NW,29A Avenue NW,Travel Delays,Long Term Project,"Starts Weds, February 7th @ 9am. 111st SB just north of 29 A Ave will be reduced to a single lane. SB to EB left turn will be banned. Expect travel delays.",Drainage Tunnel Shaft,Construction,Southwest,Road,POINT (-113.51599569889139 53.461257856039985)
12,,"Mar 26, 2023","Dec 31, 2026",Current,87 Ave lane reductions,87 Avenue NW,159 Street NW,182 Street NW,Travel Delays,Long Term Constrcution,"87 Av will be reduced to 1 lane in each direction in various phases from
159 St to 189 St. 
For more information visit https://marigoldinfra.ca/current-construction-notices/",WLRT Construction,Construction,Northwest,Road and Sidewalk,POINT (-113.63714975318233 53.52160623176661)
107,,"Apr 15, 2025","Nov 30, 2025",Current,"South Access Closure at ""114 St"" & 104 Ave",104 Avenue NW,116 Street NW,112 Street NW,Total Closure,7.5 Months,"Total closure of south access at ""114 St"" & 104 Ave. 
For more information, visit marigoldinfra.ca/current-construction-notices/ or Edmonton.ca/projects_plans/transit/valley-line-west",West LRT Construction,Construction,Central,Road and Sidewalk,POINT (-113.51391840799961 53.54622765446929)
129,,"Apr 15, 2025","Apr 15, 2025",Complete,Traffic Incident,WHITEMUD DRIVE NW,53 AVENUE NW,,Traffic Incident Delays,Unknown,Traffic Incident Whitemud Drive eastbound - beyond 53 Ave.,Traffic Incident,Traffic Incident,Southwest,Road,POINT (-113.57201214645684 53.490407577573094)
602,,"Aug 08, 2025","Aug 11, 2025",Current,107 St NB Left turn to Yellowhead Trail WB,107 Street NW,Yellowhead Trail,,Total Closure,Friday 10PM to Monday 6AM,107 Street Northbound to Yellowhead Trail Westbound double left turn will be closed while utility work on Yellowhead Trail crosses 107 St intersection. Detour using 97 Street,Yellowhead Tr Freeway Program,Construction,Northeast,Road,POINT (-113.50880512703432 53.54789056895558)
