Hydrant Number,Dome Colour,Flow Rate,Installation Year,Latitude,Longitude,Location,Owner,Nearest Address,Life Cycle Indicator
13988,BLACK,> 95 L/s,1988,53.50857,-113.52289,POINT (-113.52289 53.50857),EPCOR,7203 113 STREET NW,FAC
1047,BLUE,> 95 L/s,2021,53.56662,-113.51860,POINT (-113.5186 53.56662),EPCOR,21 AIRPORT ROAD NW,FAC
18067,BLUE,> 95 L/s,2004,53.44548,-113.56050,POINT (-113.56049 53.44548),EPCOR,3412 MACNEIL LINK NW,FAC
10679,BLUE,> 95 L/s,1984,53.47197,-113.49552,POINT (-113.495514 53.471973),EPCOR,3803 CALGARY TRAIL NW,FAC
5725,BLACK,> 95 L/s,1966,53.47350,-113.53300,POINT (-113.533005 53.473495),EPCOR,11615 38 AVENUE NW,FAC
21161,BLUE,> 95 L/s,2011,53.43149,-113.62217,POINT (-113.62217 53.43149),EPCOR,522 174A STREET SW,FAC
9628,BLUE,> 95 L/s,1978,53.50155,-113.60371,POINT (-113.603714 53.50155),EPCOR,231 WAKINA DRIVE NW,FAC
22073,BLUE,> 95 L/s,2014,53.40538,-113.56378,POINT (-113.56378 53.405384),EPCOR,3186 CARPENTER LANDING SW,FAC
13604,BLUE,> 95 L/s,1989,53.58033,-113.42465,POINT (-113.42465 53.58033),EPCOR,12428 54 STREET NW,FAC
10157,BLACK,> 95 L/s,1978,53.62580,-113.53482,POINT (-113.53482 53.625805),EPCOR,372 DUNLUCE ROAD NW,FAC
5923,BLUE,> 95 L/s,1967,53.60501,-113.43408,POINT (-113.43408 53.605007),EPCOR,5919 144 AVENUE NW,FAC
4384,BLACK,> 95 L/s,1993,53.52772,-113.42053,POINT (-113.420525 53.527714),EPCOR,5212 92A AVENUE NW,FAC
17685,BLUE,> 95 L/s,2003,53.49642,-113.67596,POINT (-113.67596 53.496418),EPCOR,910 GOODWIN CLOSE NW,FAC
2146,BLUE,> 95 L/s,2007,53.53457,-113.56734,POINT (-113.567345 53.53457),EPCOR,9709 143 STREET NW,FAC
4152,BLACK,> 95 L/s,1996,53.53272,-113.43199,POINT (-113.43199 53.53272),EPCOR,6716 94A AVENUE NW,FAC
18428,BLUE,> 95 L/s,2005,53.44252,-113.58176,POINT (-113.581764 53.442524),EPCOR,5920 SOUTH TERWILLEGAR BOULEVARD NW,FAC
15571,BLUE,> 95 L/s,1996,53.44733,-113.53710,POINT (-113.537094 53.44733),EPCOR,11688 15 AVENUE NW,FAC
17213,BLUE,> 95 L/s,2002,53.44790,-113.58443,POINT (-113.58443 53.447903),EPCOR,1665 TOMLINSON COMMON NW,FAC
17558,BLACK,> 95 L/s,2003,53.41685,-113.53946,POINT (-113.53946 53.416855),EPCOR,12615 17 AVENUE SW,FAC
4322,GREEN,60-95 L/s,1966,53.57366,-113.40292,POINT (-113.402916 53.573654),EPCOR,12001 40 STREET NW,FAC
12284,BLACK,> 95 L/s,1900,53.50704,-113.37657,POINT (-113.376564 53.50704),EPCOR,2110 70 AVENUE NW,FAC
23468,BLUE,> 95 L/s,2015,53.60214,-113.61122,POINT (-113.61122 53.602142),EPCOR,16810 140 AVENUE NW,FAC
20176,BLUE,> 95 L/s,2008,53.45525,-113.55213,POINT (-113.55213 53.45525),EPCOR,1013 HOLLANDS POINT NW,FAC
17334,BLUE,> 95 L/s,2002,53.62227,-113.40033,POINT (-113.40033 53.622265),EPCOR,3711 160A AVENUE NW,FAC
24967,BLUE,> 95 L/s,2017,53.53553,-113.46201,POINT (-113.46201 53.53553),EPCOR,8730 97 AVENUE NW,INSERVICE
26712,BLUE,> 95 L/s,2019,53.54608,-113.51668,POINT (-113.51668 53.546078),EPCOR,11323 104 AVENUE NW,FAC
23681,BLUE,> 95 L/s,2017,53.40681,-113.46251,POINT (-113.46251 53.406807),EPCOR,3805 CHERRY LOOP SW,FAC
11818,BLACK,> 95 L/s,1981,53.54662,-113.53758,POINT (-113.537575 53.546623),EPCOR,10411 125 STREET NW,FAC
5704,BLUE,> 95 L/s,1966,53.47340,-113.53758,POINT (-113.53758 53.4734),EPCOR,3807 118 STREET NW,FAC
11689,BLACK,> 95 L/s,1981,53.51769,-113.64668,POINT (-113.64668 53.517693),EPCOR,18804 84 AVENUE NW,FAC
14482,BLACK,> 95 L/s,1990,53.63878,-113.50258,POINT (-113.50259 53.63878),EPCOR,17515 103 STREET NW,FAC
17707,BLUE,> 95 L/s,2003,53.55943,-113.62118,POINT (-113.62118 53.559433),EPCOR,17349 111 AVENUE NW,FAC
4095,BLACK,> 95 L/s,1979,53.57665,-113.46650,POINT (-113.46651 53.576653),EPCOR,8119 122 AVENUE NW,FAC
4063,BLUE,> 95 L/s,1966,53.51236,-113.44005,POINT (-113.44005 53.51236),EPCOR,7308 76 AVENUE NW,FAC
13619,BLUE,> 95 L/s,1989,53.50383,-113.65293,POINT (-113.65293 53.50383),EPCOR,19040 70 AVENUE NW,FAC
3880,GREEN,60-95 L/s,2016,53.56740,-113.48952,POINT (-113.48952 53.5674),EPCOR,11601 96 STREET NW,FAC
16524,BLUE,> 95 L/s,2000,53.62259,-113.49154,POINT (-113.49154 53.622593),EPCOR,16039 97 STREET NW,FAC
22273,BLUE,> 95 L/s,2013,53.51658,-113.69817,POINT (-113.698166 53.516582),EPCOR,22128 82 AVENUE NW,FAC
5659,BLUE,> 95 L/s,1966,53.49703,-113.45718,POINT (-113.457184 53.497032),EPCOR,8660 61 AVENUE NW,FAC
2565,BLACK,> 95 L/s,1900,53.58734,-113.49715,POINT (-113.49715 53.58734),EPCOR,12907 103 STREET NW,FAC
21519,BLUE,> 95 L/s,2012,53.52110,-113.69066,POINT (-113.69066 53.5211),EPCOR,21623 87 AVENUE NW,FAC
,BLUE,> 95 L/s,2018,53.60749,-113.40734,POINT (-113.40734 53.60749),EPCOR,14 EBBERS CLOSE NW,FAC
21802,BLUE,> 95 L/s,2012,53.40094,-113.52724,POINT (-113.527245 53.400944),EPCOR,3312 ABBOTT CRESCENT SW,FAC
26838,BLUE,> 95 L/s,2019,53.48010,-113.36431,POINT (-113.36431 53.4801),EPCOR,785 TAMARACK WAY NW,FAC
18726,BLUE,> 95 L/s,2006,53.42494,-113.52548,POINT (-113.52548 53.424946),EPCOR,3572 MCLEAN CRESCENT SW,FAC
25805,BLUE,> 95 L/s,2018,53.52067,-113.58343,POINT (-113.583435 53.520668),EPCOR,8737 152 STREET NW,FAC
8405,BLACK,> 95 L/s,1976,53.46455,-113.46224,POINT (-113.46224 53.46455),EPCOR,8703 33 AVENUE NW,FAC
19496,BLUE,> 95 L/s,2007,53.44300,-113.61373,POINT (-113.61373 53.442997),EPCOR,404 WINDERMERE ROAD NW,FAC
15119,BLUE,> 95 L/s,1994,53.47174,-113.40449,POINT (-113.404495 53.47174),EPCOR,3838 44 STREET NW,FAC
471,BLUE,> 95 L/s,2020,53.58294,-113.45222,POINT (-113.45222 53.582943),EPCOR,12566 72 STREET NW,FAC
18950,BLUE,> 95 L/s,2006,53.43369,-113.60841,POINT (-113.608406 53.43369),EPCOR,304 AMBLESIDE LINK SW,FAC
10291,BLUE,> 95 L/s,1979,53.50875,-113.40572,POINT (-113.40572 53.50875),EPCOR,7331 42 STREET NW,FAC
7318,BLACK,> 95 L/s,1974,53.58977,-113.40458,POINT (-113.40458 53.589767),EPCOR,70 HARRISON DRIVE NW,FAC
17423,BLUE,> 95 L/s,2003,53.44563,-113.57795,POINT (-113.57795 53.445633),EPCOR,4731 TERWILLEGAR COMMON NW,FAC
19130,BLUE,> 95 L/s,2006,53.49042,-113.41020,POINT (-113.410194 53.49042),EPCOR,4504 53 AVENUE NW,FAC
20879,BLUE,> 95 L/s,2012,53.53738,-113.64347,POINT (-113.64346 53.537384),EPCOR,18520 100 AVENUE NW,CCC
8240,BLACK,> 95 L/s,1975,53.56773,-113.58094,POINT (-113.58094 53.567726),EPCOR,11610 151 STREET NW,FAC
27870,BLUE,> 95 L/s,2022,53.51935,-113.60274,POINT (-113.602745 53.519352),EPCOR,16211 87 AVENUE NW,INSERVICE
14906,BLUE,> 95 L/s,1989,53.55901,-113.57146,POINT (-113.57146 53.559006),EPCOR,14510 111 AVENUE NW,FAC
1498,BLUE,> 95 L/s,1951,53.51231,-113.53451,POINT (-113.534515 53.51231),EPCOR,11650 76 AVENUE NW,FAC
6720,BLACK,> 95 L/s,1971,53.49809,-113.58194,POINT (-113.58194 53.498093),EPCOR,171 BRANDER DRIVE NW,FAC
17591,BLUE,> 95 L/s,2003,53.49832,-113.67461,POINT (-113.674614 53.498325),EPCOR,1092 GOODWIN CIRCLE NW,FAC
11754,BLACK,> 95 L/s,1981,53.64099,-113.48173,POINT (-113.481735 53.640987),EPCOR,17803 92 STREET NW,FAC
17371,BLUE,> 95 L/s,2003,53.61146,-113.36725,POINT (-113.367256 53.611458),EPCOR,1601 148 AVENUE NW,FAC
21439,BLUE,> 95 L/s,2012,53.62327,-113.56860,POINT (-113.5686 53.623272),EPCOR,14175 162 AVENUE NW,FAC
15135,BLUE,> 95 L/s,2016,53.53893,-113.59371,POINT (-113.59371 53.538933),EPCOR,9950 158 STREET NW,FAC
7510,BLACK,> 95 L/s,1974,53.45074,-113.45198,POINT (-113.45199 53.45074),EPCOR,7816 21 AVENUE NW,FAC
15626,BLACK,> 95 L/s,1997,53.59175,-113.60776,POINT (-113.60776 53.59175),EPCOR,16440 130 AVENUE NW,FAC
4922,BLUE,> 95 L/s,1986,53.53630,-113.60097,POINT (-113.60097 53.536304),EPCOR,9802 162 STREET NW,FAC
17805,BLUE,> 95 L/s,2004,53.41601,-113.53700,POINT (-113.537 53.416008),EPCOR,12433 18A AVENUE SW,FAC
9204,BLACK,> 95 L/s,1977,53.57877,-113.38473,POINT (-113.38473 53.578773),EPCOR,15 WILLIAM HUSTLER CRESCENT NW,FAC
19237,BLUE,> 95 L/s,2006,53.62477,-113.40314,POINT (-113.403145 53.624767),EPCOR,4208 162 AVENUE NW,FAC
23193,BLUE,> 95 L/s,2014,53.40955,-113.53766,POINT (-113.53766 53.409546),EPCOR,11960 26 AVENUE SW,FAC
17758,BLUE,> 95 L/s,2003,53.42034,-113.52118,POINT (-113.52119 53.420345),EPCOR,1884 RUTHERFORD ROAD SW,FAC
11561,BLUE,> 95 L/s,1980,53.48390,-113.40910,POINT (-113.4091 53.483902),EPCOR,308 JACKSON ROAD NW,FAC
2031,GREEN,60-95 L/s,2018,53.57346,-113.42694,POINT (-113.42694 53.573463),EPCOR,5507 120 AVENUE NW,FAC
27808,BLUE,> 95 L/s,2021,53.58674,-113.67969,POINT (-113.67969 53.58674),EPCOR,12764 209 STREET NW,INSERVICE
12955,BLUE,> 95 L/s,2007,53.53574,-113.61641,POINT (-113.6164 53.535744),EPCOR,9908 170 STREET NW,FAC
17780,BLUE,> 95 L/s,2003,53.45553,-113.55932,POINT (-113.55932 53.45553),EPCOR,1603 HODGSON COURT NW,FAC
21441,BLUE,> 95 L/s,2012,53.62327,-113.56625,POINT (-113.56625 53.623272),EPCOR,14135 162 AVENUE NW,FAC
1679,BLACK,> 95 L/s,1989,53.56578,-113.42300,POINT (-113.423 53.56578),EPCOR,11109 53 STREET NW,FAC
13386,BLUE,> 95 L/s,1987,53.58041,-113.42619,POINT (-113.426186 53.58041),EPCOR,12420 55 STREET NW,FAC
19017,BLUE,> 95 L/s,2007,53.42696,-113.43617,POINT (-113.436165 53.42696),EPCOR,613 62 STREET SW,FAC
2228,BLUE,> 95 L/s,1979,53.53312,-113.44665,POINT (-113.446655 53.533123),EPCOR,9460 77 STREET NW,FAC
16060,BLUE,> 95 L/s,1999,53.54470,-113.50994,POINT (-113.50994 53.5447),EPCOR,10945 103 AVENUE NW,FAC
1600,BLUE,> 95 L/s,2020,53.54639,-113.45643,POINT (-113.45643 53.546387),EPCOR,10403 84 STREET NW,FAC
8707,BLACK,> 95 L/s,1976,53.59631,-113.38020,POINT (-113.380196 53.596306),EPCOR,2408 135 AVENUE NW,FAC
6489,BLUE,> 95 L/s,1970,53.49624,-113.45228,POINT (-113.452286 53.49624),EPCOR,6022 83 STREET NW,FAC
3722,BLUE,> 95 L/s,2016,53.53647,-113.42182,POINT (-113.42182 53.536472),EPCOR,9612 54 STREET NW,FAC
3781,BLUE,> 95 L/s,2022,53.51239,-113.56496,POINT (-113.564964 53.512394),EPCOR,14103 76 AVENUE NW,FAC
4638,BLUE,> 95 L/s,2017,53.54988,-113.50944,POINT (-113.509445 53.549885),EPCOR,10603 110 STREET NW,FAC
11421,BLUE,> 95 L/s,1980,53.57825,-113.41214,POINT (-113.41215 53.57825),EPCOR,12237 46 STREET NW,FAC
7385,BLUE,> 95 L/s,1974,53.50777,-113.60350,POINT (-113.60351 53.507767),EPCOR,564 WOLF WILLOW ROAD NW,FAC
13215,BLUE,> 95 L/s,1986,53.44717,-113.50868,POINT (-113.50868 53.44717),EPCOR,1712 109 STREET NW,FAC
21011,BLUE,> 95 L/s,2011,53.53172,-113.67474,POINT (-113.67474 53.531715),EPCOR,787 LEWIS GREENS DRIVE NW,FAC
15508,BLUE,> 95 L/s,1996,53.44820,-113.53140,POINT (-113.5314 53.448204),EPCOR,1424 115 STREET NW,FAC
6057,BLUE,> 95 L/s,1990,53.59921,-113.49536,POINT (-113.49536 53.59921),EPCOR,10135 137 AVENUE NW,FAC
19184,BLUE,> 95 L/s,2007,53.49481,-113.68331,POINT (-113.683304 53.494816),EPCOR,439 HEMINGWAY ROAD NW,FAC
23493,BLUE,> 95 L/s,2015,53.43371,-113.59890,POINT (-113.5989 53.43371),EPCOR,103 AMBLESIDE DRIVE SW,FAC
25424,BLUE,> 95 L/s,2021,53.40010,-113.47004,POINT (-113.47005 53.400105),EPCOR,9460 PEAR CRESCENT SW,CCC
10816,BLUE,> 95 L/s,1979,53.61261,-113.37005,POINT (-113.37005 53.612606),EPCOR,1931 151 AVENUE NW,FAC
11103,BLUE,> 95 L/s,1980,53.57390,-113.59702,POINT (-113.597015 53.573895),EPCOR,15946 121A AVENUE NW,FAC
11020,BLACK,> 95 L/s,1980,53.53377,-113.64162,POINT (-113.64162 53.533775),EPCOR,9750 185 STREET NW,FAC
9405,BLACK,> 95 L/s,1977,53.60525,-113.38342,POINT (-113.38342 53.605247),EPCOR,14148 26 STREET NW,FAC
27583,BLUE,> 95 L/s,2021,53.46872,-113.34966,POINT (-113.349655 53.468716),EPCOR,2067 MAPLE ROAD NW,
21605,BLUE,> 95 L/s,2013,53.51510,-113.69016,POINT (-113.69016 53.5151),EPCOR,8011 217 STREET NW,FAC
24753,BLUE,> 95 L/s,2016,53.39768,-113.55731,POINT (-113.55731 53.397682),EPCOR,2907 DUKE CRESCENT SW,FAC
18768,BLUE,> 95 L/s,2006,53.44471,-113.55946,POINT (-113.55946 53.44471),EPCOR,3910 MACNEIL BAY NW,FAC
12695,BLACK,> 95 L/s,1983,53.56183,-113.63589,POINT (-113.635895 53.56183),EPCOR,11320 182 STREET NW,FAC
26643,BLUE,> 95 L/s,2019,53.53847,-113.59014,POINT (-113.59014 53.538475),EPCOR,9935 156 STREET NW,FAC
1739,BLUE,> 95 L/s,1993,53.57082,-113.46112,POINT (-113.46112 53.570816),EPCOR,11818 78 STREET NW,FAC
28350,BLUE,> 95 L/s,2022,53.51599,-113.52374,POINT (-113.52374 53.515995),EPCOR,11311 UNIVERSITY AVENUE NW,INSERVICE
845,BLUE,> 95 L/s,2011,53.52536,-113.48258,POINT (-113.48258 53.52536),EPCOR,9765 90 AVENUE NW,FAC
22816,BLUE,> 95 L/s,2014,53.53063,-113.56545,POINT (-113.56545 53.530636),EPCOR,9425 142 STREET NW,FAC
4540,GREEN,60-95 L/s,1962,53.58910,-113.45164,POINT (-113.45164 53.5891),EPCOR,7111 130 AVENUE NW,FAC
5804,BLACK,> 95 L/s,1992,53.57820,-113.41820,POINT (-113.4182 53.578197),EPCOR,4907 123 AVENUE NW,FAC
22661,BLUE,> 95 L/s,2014,53.63125,-113.43523,POINT (-113.435234 53.631245),EPCOR,16745 62 STREET NW,FAC
20582,BLUE,> 95 L/s,2010,53.60469,-113.50641,POINT (-113.50641 53.604687),EPCOR,2560 PEGASUS BOULEVARD NW,FAC
8275,BLACK,> 95 L/s,1976,53.45699,-113.47151,POINT (-113.47151 53.45699),EPCOR,9224 27 AVENUE NW,FAC
7931,BLUE,> 95 L/s,1975,53.58810,-113.38551,POINT (-113.385506 53.5881),EPCOR,2927 130 AVENUE NW,FAC
17939,BLUE,> 95 L/s,2004,53.64359,-113.50833,POINT (-113.50833 53.64359),EPCOR,10651 181 AVENUE NW,FAC
16288,BLACK,> 95 L/s,1999,53.58810,-113.55545,POINT (-113.55545 53.588104),EPCOR,12904 136 STREET NW,FAC
6147,BLUE,> 95 L/s,1968,53.61326,-113.46321,POINT (-113.4632 53.613255),EPCOR,15204 79 STREET NW,FAC
3067,GREEN,60-95 L/s,1957,53.51685,-113.57439,POINT (-113.57439 53.51685),EPCOR,14615 84 AVENUE NW,FAC
8620,BLUE,> 95 L/s,1976,53.49922,-113.63004,POINT (-113.63004 53.49922),EPCOR,17729 64 AVENUE NW,FAC
20692,BLUE,> 95 L/s,2011,53.47280,-113.63345,POINT (-113.63345 53.4728),EPCOR,3314 CAMERON HEIGHTS LANDING NW,FAC
18479,BLUE,> 95 L/s,2005,53.44174,-113.58926,POINT (-113.589264 53.441742),EPCOR,6054 SOUTH TERWILLEGAR BOULEVARD NW,FAC
15939,BLUE,> 95 L/s,1998,53.45062,-113.58480,POINT (-113.5848 53.450623),EPCOR,1861 TOMLINSON WAY NW,FAC
6269,BLUE,> 95 L/s,1968,53.49308,-113.56449,POINT (-113.56449 53.493076),EPCOR,5603 142 STREET NW,FAC
26877,BLUE,> 95 L/s,2019,53.44672,-113.67169,POINT (-113.67169 53.44672),EPCOR,142 SUNWAPTA WAY NW,FAC
17624,BLUE,> 95 L/s,2004,53.48946,-113.41555,POINT (-113.41555 53.489464),EPCOR,4704 52 AVENUE NW,FAC
1602,BLACK,> 95 L/s,1981,53.54307,-113.45488,POINT (-113.45488 53.54307),EPCOR,10155 83 STREET NW,FAC
6010,BLUE,> 95 L/s,1967,53.60591,-113.46101,POINT (-113.461006 53.605907),EPCOR,7711 143 AVENUE NW,FAC
22362,BLUE,> 95 L/s,2014,53.42132,-113.41975,POINT (-113.41975 53.421318),EPCOR,107 WATT COMMON SW,FAC
14683,BLACK,> 95 L/s,1992,53.47529,-113.38874,POINT (-113.38874 53.475292),EPCOR,3931 32 STREET NW,FAC
22011,BLUE,> 95 L/s,2012,53.54108,-113.59396,POINT (-113.593956 53.54108),EPCOR,15815 STONY PLAIN ROAD NW,FAC
14301,BLUE,> 95 L/s,1990,53.44142,-113.52939,POINT (-113.529396 53.441425),EPCOR,112 TWIN BROOKS COVE NW,FAC
4975,BLUE,> 95 L/s,2006,53.52888,-113.61040,POINT (-113.610405 53.52888),EPCOR,16706 93 AVENUE NW,FAC
18348,BLUE,> 95 L/s,2005,53.55309,-113.51663,POINT (-113.51663 53.553085),EPCOR,11308 108 AVENUE NW,FAC
17498,BLUE,> 95 L/s,2003,53.47037,-113.63343,POINT (-113.63343 53.470367),EPCOR,315 CALDWELL CLOSE NW,FAC
23136,BLUE,> 95 L/s,2017,53.42052,-113.55503,POINT (-113.55503 53.420525),EPCOR,1645 GRAYDON HILL LINK SW,FAC
20288,BLUE,> 95 L/s,2009,53.40356,-113.52082,POINT (-113.52082 53.403557),EPCOR,104 ALLARD LINK SW,FAC
12950,BLUE,> 95 L/s,1985,53.53354,-113.61924,POINT (-113.61924 53.53354),EPCOR,9703 174 STREET NW,FAC
23772,BLUE,> 95 L/s,2015,53.41555,-113.55674,POINT (-113.55675 53.41555),EPCOR,2620 PRICE COMMON SW,FAC
24948,BLUE,> 95 L/s,2018,53.47703,-113.34617,POINT (-113.34617 53.477036),EPCOR,253 39A AVENUE NW,FAC
4483,BLACK,> 95 L/s,1993,53.59760,-113.47390,POINT (-113.47389 53.5976),EPCOR,13519 87 STREET NW,FAC
22528,BLUE,> 95 L/s,2014,53.42219,-113.55673,POINT (-113.55673 53.422195),EPCOR,1407 GRAYDON HILL WAY SW,FAC
20325,BLUE,> 95 L/s,2010,53.58820,-113.67046,POINT (-113.670456 53.5882),EPCOR,2067 TRUMPETER WAY NW,FAC
11113,BLUE,> 95 L/s,1980,53.55850,-113.62503,POINT (-113.62502 53.5585),EPCOR,17643 111 AVENUE NW,FAC
23812,BLUE,> 95 L/s,2017,53.39728,-113.54579,POINT (-113.54579 53.397278),EPCOR,1215 DANIELS CRESCENT SW,FAC
2926,BLUE,> 95 L/s,2009,53.55328,-113.42398,POINT (-113.42398 53.553284),EPCOR,10703 ST GABRIEL SCHOOL ROAD NW,FAC
23927,BLUE,> 95 L/s,2018,53.39941,-113.58469,POINT (-113.58469 53.399406),EPCOR,8762 CARSON WAY SW,FAC
14507,BLACK,> 95 L/s,1992,53.47288,-113.59740,POINT (-113.597404 53.472878),EPCOR,923 HEACOCK ROAD NW,FAC
24862,BLUE,> 95 L/s,2017,53.44739,-113.66924,POINT (-113.66924 53.447395),EPCOR,1535 200 STREET NW,FAC
723,BLUE,> 95 L/s,2011,53.51918,-113.50036,POINT (-113.50036 53.519184),EPCOR,8309 105 STREET NW,FAC
17186,BLACK,> 95 L/s,2002,53.64070,-113.51300,POINT (-113.513 53.6407),EPCOR,10907 177 AVENUE NW,FAC
1207,BLUE,> 95 L/s,2001,53.59179,-113.43379,POINT (-113.43379 53.591793),EPCOR,13132 60 STREET NW,FAC
16274,BLACK,> 95 L/s,1999,53.50428,-113.49650,POINT (-113.4965 53.504284),EPCOR,10354 68 AVENUE NW,FAC
19577,BLUE,> 95 L/s,2007,53.43875,-113.61928,POINT (-113.61928 53.438747),EPCOR,1104 WINDERMERE WAY SW,FAC
48,BLACK,> 95 L/s,1987,53.54286,-113.49938,POINT (-113.49938 53.542854),EPCOR,10190 104 STREET NW,FAC
9074,BLUE,> 95 L/s,1977,53.43865,-113.43380,POINT (-113.4338 53.438652),EPCOR,1020 63 STREET NW,FAC
3296,BLUE,> 95 L/s,2003,53.55758,-113.41312,POINT (-113.413124 53.557583),EPCOR,4508 109 AVENUE NW,FAC
23417,BLUE,> 95 L/s,2015,53.53733,-113.67591,POINT (-113.67591 53.537334),EPCOR,20756 99 AVENUE NW,FAC
11526,BLUE,> 95 L/s,1981,53.51038,-113.43049,POINT (-113.43049 53.510384),EPCOR,7315 67 STREET NW,FAC
10198,BLUE,> 95 L/s,1979,53.49191,-113.62768,POINT (-113.62768 53.491913),EPCOR,17604 55 AVENUE NW,FAC
15433,BLACK,> 95 L/s,1999,53.56131,-113.46599,POINT (-113.465996 53.561314),EPCOR,8120 112 AVENUE NW,FAC
9939,BLUE,> 95 L/s,1978,53.45647,-113.52781,POINT (-113.52781 53.45647),EPCOR,562 SADDLEBACK ROAD NW,FAC
27380,BLUE,> 95 L/s,2021,53.55709,-113.66697,POINT (-113.66697 53.55709),EPCOR,11020 201 STREET NW,INSERVICE
24011,BLUE,> 95 L/s,2015,53.44589,-113.37129,POINT (-113.37129 53.445892),EPCOR,1643 19 STREET NW,FAC
18613,BLUE,> 95 L/s,2005,53.42558,-113.47404,POINT (-113.47404 53.42558),EPCOR,810 91 STREET SW,FAC
2577,BLUE,> 95 L/s,2000,53.50065,-113.45888,POINT (-113.458885 53.500656),EPCOR,6304 86 STREET NW,FAC
17580,BLUE,> 95 L/s,2003,53.42947,-113.53145,POINT (-113.53145 53.42947),EPCOR,287 MACEWAN ROAD SW,FAC
26737,BLUE,> 95 L/s,2019,53.52819,-113.69547,POINT (-113.69547 53.52819),EPCOR,21829 93 AVENUE NW,FAC
14345,BLUE,> 95 L/s,1990,53.48414,-113.39795,POINT (-113.39795 53.48414),EPCOR,237 KIRKWOOD AVENUE NW,FAC
20436,BLUE,> 95 L/s,2010,53.41290,-113.46018,POINT (-113.460175 53.412903),EPCOR,8015 22 AVENUE SW,FAC
1822,BLACK,> 95 L/s,1951,53.57085,-113.42297,POINT (-113.42297 53.570847),EPCOR,5234 118 AVENUE NW,FAC
6321,BLUE,> 95 L/s,1969,53.52452,-113.45830,POINT (-113.458305 53.52452),EPCOR,8309 90 AVENUE NW,FAC
1765,BLUE,> 95 L/s,2017,53.53301,-113.46098,POINT (-113.46098 53.53301),EPCOR,9560 87 STREET NW,INSERVICE
16695,BLACK,> 95 L/s,2001,53.62182,-113.55297,POINT (-113.55297 53.621822),EPCOR,16020 132 STREET NW,FAC
24910,BLUE,> 95 L/s,2017,53.41887,-113.64768,POINT (-113.64768 53.41887),EPCOR,4557 KNIGHT WYND SW,FAC
10448,BLACK,> 95 L/s,1979,53.46297,-113.39756,POINT (-113.39756 53.46297),EPCOR,3220 36 STREET NW,FAC
24441,BLUE,> 95 L/s,2016,53.51226,-113.49725,POINT (-113.49725 53.51226),EPCOR,7517 104 STREET NW,FAC
2817,BLUE,> 95 L/s,1993,53.51927,-113.57263,POINT (-113.57263 53.51927),EPCOR,14527 87 AVENUE NW,FAC
6107,BLUE,> 95 L/s,1968,53.49540,-113.56817,POINT (-113.56817 53.4954),EPCOR,5824 143A STREET NW,FAC
7643,BLUE,> 95 L/s,1975,53.46598,-113.52899,POINT (-113.528984 53.465977),EPCOR,3304 114 STREET NW,FAC
18186,BLUE,> 95 L/s,2004,53.43218,-113.52848,POINT (-113.52848 53.432182),EPCOR,1689 MELROSE PLACE SW,FAC
14169,BLACK,> 95 L/s,1988,53.55726,-113.53688,POINT (-113.53689 53.55726),EPCOR,12419 110 AVENUE NW,FAC
11972,BLACK,> 95 L/s,1981,53.58498,-113.42286,POINT (-113.42286 53.584976),EPCOR,5355 127 AVENUE NW,FAC
6194,BLACK,> 95 L/s,1976,53.58671,-113.38152,POINT (-113.38152 53.586708),EPCOR,104 CLAREVIEW ROAD NW,FAC
20616,BLUE,> 95 L/s,2010,53.54932,-113.54908,POINT (-113.54908 53.549324),EPCOR,10555 132 STREET NW,FAC
2447,BLUE,> 95 L/s,1955,53.52977,-113.45068,POINT (-113.45068 53.529766),EPCOR,7920 93B AVENUE NW,FAC
22604,BLUE,> 95 L/s,2014,53.53062,-113.70778,POINT (-113.70778 53.53062),EPCOR,22521 94A AVENUE NW,FAC
3625,BLUE,> 95 L/s,1996,53.59371,-113.54215,POINT (-113.54215 53.593716),EPCOR,12715 133A AVENUE NW,FAC
10790,BLUE,> 95 L/s,1999,53.58062,-113.51871,POINT (-113.51871 53.580624),EPCOR,11303 YELLOWHEAD TRAIL NW,FAC
10696,BLACK,> 95 L/s,1979,53.46781,-113.41042,POINT (-113.410416 53.46781),EPCOR,3708 45 STREET NW,FAC
20039,BLUE,> 95 L/s,2008,53.41392,-113.48184,POINT (-113.48184 53.41392),EPCOR,9045 22 AVENUE SW,FAC
7964,BLACK,> 95 L/s,1975,53.59287,-113.39765,POINT (-113.397644 53.59287),EPCOR,3716 132 AVENUE NW,FAC
15565,BLUE,> 95 L/s,1996,53.44174,-113.53805,POINT (-113.53805 53.441746),EPCOR,11720 11 AVENUE NW,FAC
7851,BLACK,> 95 L/s,1975,53.59447,-113.38732,POINT (-113.387314 53.59447),EPCOR,13316 30 STREET NW,FAC
7093,BLACK,> 95 L/s,1973,53.60627,-113.52338,POINT (-113.523384 53.606274),EPCOR,14320 117 STREET NW,FAC
11665,BLACK,> 95 L/s,1980,53.61533,-113.45849,POINT (-113.458496 53.615326),EPCOR,7528 152C AVENUE NW,FAC
7916,BLACK,> 95 L/s,1975,53.56736,-113.60912,POINT (-113.60912 53.567364),EPCOR,16656 117 AVENUE NW,FAC
23645,BLUE,> 95 L/s,2018,53.45883,-113.42973,POINT (-113.42973 53.458824),EPCOR,6404 28 AVENUE NW,FAC
